subnum,year,placeval,ravens,wiat,woodcock,arith,wholegroupsums,abacus,age,female,condition,verbalwm,spatialwm,english,math,science,computer,music,art,phys.ed,attendance,mental.rot,ordinality,deviance,cov,linslope,linr2,logr2,averagegrades,ans
44,2,0.363636364,0.541666667,0.4,0.372093023,0.270833333,0.114285714,1,6.1,1,abacus,4.29,2.96,90,85,96,74,78,78,70,230,0.145833333,0.84,0.6,0.69,0.69,0.42,0.4,81,9
45,2,0.363636364,0.416666667,0.4,0.325581395,0.208333333,0.2,0,6.2,0,control,4.21,3.42,38,45,45,54,60,68,64,205,0.3125,0.78,1.52,0.85,0.429184549,0.32,0.21,54.83333333,9
46,2,0.363636364,0.25,0.28,0.255813953,0.125,0.085714286,0,6.2,0,control,2.75,3.5,16,35,15,58,67,72,76,215,0.583333333,0.75,0.76,0.68,0.95,0.47,0.38,50.66666667,12
47,2,0.818181818,0.666666667,0.56,0.488372093,0.270833333,0.392857143,0,5.8,1,control,3.92,3.33,95,92,94,77,79,79,83,231,0.4375,0.86,1.06,0.83,0.78125,0.19,0.17,84.5,13
48,2,1,0.833333333,0.76,0.511627907,0.333333333,0.321428571,1,7.1,0,abacus,5.08,3.42,96,83,92,66,73,75,78,234,0.5625,0.79,0.61,0.78,0.763358779,0.37,0.26,80,11
49,2,0.454545455,0.416666667,0.4,0.395348837,0.208333333,0.107142857,1,6.4,0,abacus,3.79,3.67,53,45,51,69,73,77,76,230,0.5625,0.91,0.39,0.4,0.26,0.43,0.58,66.5,13
50,2,0.636363636,0.708333333,0.48,0.441860465,0.458333333,0.414285714,1,6.1,0,abacus,3.71,4.08,90,88,94,82,74,82,93,241,0.5625,0.7,1.47,0.75,0.87,0.11,0.14,85.83333333,16
51,2,0.090909091,0.791666667,0.28,0.302325581,0.3125,0.242857143,1,5.6,0,abacus,4.08,3.88,81,78,79,78,76,75,83,237,0.510416667,0.83,0.52,0.89,0.66,0.39,0.29,78.66666667,12
52,2,1,0.75,0.6,0.488372093,0.291666667,0.3,1,5.9,1,abacus,5.71,4.58,46,55,34,60,70,72,79,229,0.614583333,0.76,0.38,0.53,0.69,0.57,0.55,60.16666667,12
53,2,0,0.375,0.48,0.348837209,0.270833333,0.092857143,1,6.2,0,abacus,3.79,4.08,70,70,86,71,81,78,82,240,NA,0.84,0.62,1.14,0.55,0.08,0.08,78,9
54,2,0.727272727,0.958333333,0.6,0.418604651,0.375,0.378571429,0,6.4,0,control,3.54,3.58,93,72,96,79,77,82,86,242,0.833333333,0.85,0.85,0.76,0.769230769,0.25,0.27,85.5,16
58,2,1,0.541666667,0.64,0.418604651,0.125,0.3,0,6.3,1,control,4,4.17,87,88,88,77,83,80,77,236,0.4375,0.87,0.53,0.69,0.47,0.37,0.43,82,13
59,2,0,0.291666667,0.4,0.302325581,NA,0.064285714,0,7.9,0,control,2.71,1.54,41,25,41,55,66,54,68,227,0.104166667,0.62,0.9,1.02,0.518134715,0.39,0.28,54.16666667,5
62,2,0.363636364,0.541666667,0.4,0.395348837,0.229166667,0.35,1,5.8,0,abacus,3.5,4.21,52,63,51,70,77,78,83,236,0.395833333,0.89,0.36,0.47,0.38,0.51,0.45,68.5,13
63,2,1,0.458333333,0.48,0.395348837,0.416666667,0.292857143,1,6.3,1,abacus,3.88,3.96,91,92,97,85,79,82,79,237,0.333333333,0.72,1.29,0.65,0.99,0.24,0.26,85.5,14
64,2,0.272727273,0.375,0.48,0.441860465,0.3125,0.285714286,0,6.5,1,control,3.67,3.29,68,68,66,75,75,79,83,236,0.520833333,0.79,1.01,1.03,0.561797753,0.29,0.23,74.33333333,11
65,2,0.363636364,0.416666667,0.4,0.395348837,0.354166667,0.3,1,6.8,1,abacus,4.29,4.04,80,64,79,73,73,82,83,204,0.666666667,0.91,0.42,0.28,0.28,0.8,0.72,78.33333333,16
66,2,0.727272727,0.375,0.6,0.465116279,0.520833333,0.342857143,1,6.2,0,abacus,4.08,6.54,51,66,50,75,68,74,86,213,0.458333333,0.83,0.3,0.4,0.65,0.65,0.68,67.33333333,13
68,2,0.181818182,0.833333333,0.32,0.395348837,0.291666667,0.164285714,0,6.3,1,control,4.38,4.46,67,81,66,78,80,73,86,223,0.5,0.84,0.36,0.6,0.33,0.41,0.46,75,14
69,2,0.090909091,0.416666667,0.48,0.418604651,0.375,0.321428571,0,7.2,0,control,4.12,3.58,88,71,88,57,79,74,72,222,0.291666667,0.78,0.44,0.48,0.51,0.63,0.6,76.33333333,13
70,2,0,0.458333333,0.56,0.395348837,0.270833333,0.407142857,1,6.7,1,abacus,3,2.88,70,72,70,66,74,78,85,224,0.8125,0.65,1.23,0.57,0.45,0.2,0.19,73.83333333,11
71,2,0.909090909,0.75,0.56,0.395348837,0.291666667,0.235714286,1,7.1,1,abacus,4.83,3.5,88,75,84,80,83,81,79,236,0.802083333,0.75,1.44,1.02,0.69,0.11,0.14,82.5,12
72,2,1,0.333333333,0.6,0.465116279,0.604166667,0.542857143,1,7.2,1,abacus,4.62,3.29,92,88,94,85,67,81,79,234,0.229166667,0.87,0.33,0.44,0.48,0.64,0.65,83,15
73,2,0.909090909,0.583333333,0.36,0.302325581,0.229166667,0.25,0,6.2,0,control,3.67,4.25,49,57,46,71,63,76,73,226,0.572916667,0.83,0.48,0.54,0.45,0.42,0.48,63,16
74,2,0.363636364,0.708333333,0.56,0.395348837,0.270833333,0.278571429,0,6.4,0,control,3.38,4.08,94,92,97,76,71,75,87,236,0.520833333,0.78,0.39,0.48,0.64,0.59,0.55,83.33333333,14
75,2,1,0.791666667,0.68,0.465116279,0.458333333,0.407142857,1,7.5,1,abacus,5.17,3.5,91,94,93,79,81,87,86,230,0.145833333,0.88,0.32,0.36,0.76,0.75,0.7,86.16666667,15
76,2,0.272727273,0.541666667,0.56,0.465116279,0.354166667,0.328571429,0,6.8,1,control,3.92,2.25,92,90,94,80,81,84,77,242,0.447916667,0.76,0.37,0.29,0.54,0.74,0.7,84.66666667,12
79,2,1,0.75,0.6,0.441860465,0.333333333,0.342857143,0,6.4,1,control,4.17,4.12,91,85,96,81,79,75,82,233,0.864583333,0.68,0.9,0.86,0.8,0.26,0.18,84,16
81,2,0.909090909,0.541666667,0.36,0.348837209,0.208333333,0.242857143,1,6.7,1,abacus,1.92,2.21,50,46,58,70,65,77,76,232,0,0.83,1.15,0.82,0.595238095,0.21,0.11,66,10
82,2,0.909090909,0.708333333,0.56,0.372093023,0.291666667,0.307142857,1,6.5,0,abacus,3.83,4.79,43,74,49,70,69,86,85,229,0.854166667,0.84,0.58,1.02,0.43,0.36,0.3,67,13
83,2,0.545454545,0.416666667,0.36,0.23255814,0.0625,0.235714286,0,6.8,0,control,4.62,2.54,28,35,43,71,68,75,73,224,0.270833333,0.66,0.87,0.9,0.44,0.09,0.15,59.66666667,13
84,2,0.363636364,0.333333333,0.28,0.372093023,0.270833333,0.385714286,1,6.5,0,abacus,4.12,4.79,63,64,72,70,72,78,83,195,0.145833333,0.66,1.2,1.08,0.78125,0.14,0.12,73,11
86,2,0.454545455,0.541666667,0.32,0.255813953,0.125,0.1,0,6.6,0,control,3.04,3.5,41,38,52,71,70,83,77,234,0.333333333,0.78,0.68,0.79,0.555555556,0.26,0.14,65.66666667,9
88,2,0,0.333333333,0.52,0.302325581,0.333333333,0.164285714,0,6.6,1,control,3.17,5,68,63,70,75,63,85,68,217,0.354166667,0.74,1.41,0.67,0.581395349,0.29,0.32,71.5,12
89,2,1,0.875,0.76,0.441860465,0.354166667,0.45,0,7.4,0,control,3.79,3.96,76,95,80,75,86,89,91,232,0.791666667,0.78,0.87,0.98,0.684931507,0.24,0.19,82.83333333,14
90,2,0.090909091,0.75,0.48,0.348837209,0.25,0.235714286,0,6.8,0,control,2.21,1.92,62,61,72,78,77,82,84,235,0.635416667,0.73,1.16,1.06,0.751879699,0.21,0.17,75.83333333,13
91,2,0.090909091,0.208333333,0.32,0.395348837,0.291666667,0.328571429,1,6.2,1,abacus,3.96,3.5,79,76,80,76,76,77,74,235,0.1875,0.73,0.45,0.52,0.34,0.41,0.47,77,10
92,2,0.727272727,0.708333333,0.4,0.372093023,0.208333333,0.242857143,1,6.1,0,abacus,4.17,3.92,89,79,88,69,76,76,77,232,0.583333333,0.82,0.49,0.84,0.53,0.39,0.39,79.16666667,14
93,2,1,0.666666667,0.48,0.418604651,0.333333333,0.378571429,0,7,1,control,4.67,4.83,56,49,52,69,75,79,71,219,0.510416667,0.87,0.37,0.3,0.36,0.75,0.67,67,13
95,2,0.090909091,0.666666667,0.28,0.325581395,0.3125,0.157142857,0,7,0,control,4.29,6,27,33,34,67,71,68,81,231,0.239583333,0.81,1.07,0.86,0.729927007,0.16,0.15,58,9
96,2,1,0.625,0.56,0.395348837,0.3125,0.228571429,0,7.3,1,control,3.62,3.5,90,88,88,79,75,78,74,226,0.333333333,0.83,0.39,0.46,0.45,0.5,0.56,80.66666667,13
97,2,0.545454545,0.458333333,0.44,0.395348837,0.270833333,0.457142857,1,7.4,0,abacus,3.92,3.96,83,72,84,78,72,80,93,227,0.0625,0.83,0.53,0.77,0.57,0.34,0.3,81.66666667,11
98,2,0.454545455,0.791666667,0.64,0.488372093,0.354166667,0.407142857,0,6.1,1,control,3.46,3.71,88,90,83,72,76,71,73,237,0.166666667,0.81,0.44,0.66,0.53,0.48,0.5,77.16666667,11
99,2,1,0.791666667,0.64,0.441860465,0.458333333,0.442857143,1,6.8,0,abacus,3.88,3.75,93,97,96,83,75,74,89,242,0.28125,0.87,0.5,0.44,0.27,0.43,0.46,85,13
101,2,0.272727273,0.25,0.32,0.279069767,0.270833333,0.121428571,0,5.9,1,control,3.17,2.58,60,55,63,69,74,77,85,230,0.239583333,0.83,0.64,1.47,0.56,0.24,0.16,71.33333333,12
102,2,0.636363636,0.583333333,0.44,0.395348837,0.395833333,0.478571429,1,7,0,abacus,2.92,5.58,88,74,90,72,71,78,85,226,0.708333333,0.78,0.68,0.61,0.3,0.08,0.1,80.66666667,11
105,2,0,0.416666667,0.28,0.255813953,0.208333333,0.107142857,1,6.8,1,abacus,3.08,2.62,34,37,36,62,74,73,75,236,0.3125,0.74,0.89,1.87,0.79,0.09,0.09,59,10
107,2,0.727272727,0.458333333,0.36,0.418604651,0.291666667,0.235714286,1,6.4,1,abacus,4.29,3.42,79,69,82,78,79,79,82,240,0.572916667,0.85,0.42,0.45,0.21,0.38,0.43,79.83333333,14
108,2,0,0.416666667,0.4,0.348837209,0.375,0.228571429,1,6.8,1,abacus,3.62,4.88,67,77,73,62,75,79,74,226,0.364583333,0.79,0.59,0.91,0.38,0.2,0.23,71.66666667,13
109,2,1,0.5,0.48,0.465116279,0.354166667,0.271428571,1,6.1,0,abacus,4.08,4.79,78,78,75,75,69,79,83,222,0.479166667,0.83,1.16,0.8,0.492610837,0.31,0.25,76.5,11
110,2,0.636363636,0.458333333,0.6,0.372093023,0.541666667,0.7,1,6.8,0,abacus,3.92,3.12,71,84,72,75,72,70,84,243,0.354166667,0.85,0.36,0.36,0.36,0.76,0.7,74,14
111,2,0.909090909,0.916666667,0.4,0.372093023,0.229166667,0.364285714,0,6.2,0,control,4.21,3.96,80,82,89,85,78,77,87,224,0.625,0.69,0.78,1.08,0.68,0.21,0.16,82.66666667,11
112,2,0.363636364,0.541666667,0.56,0.418604651,0.3125,0.285714286,0,6.7,0,control,2.38,3.96,69,67,71,73,72,81,80,239,0.729166667,0.68,0.64,0.27,0.1,0.4,0.43,74.33333333,9
114,2,1,0.708333333,0.32,0.372093023,0.270833333,0.271428571,0,6.6,0,control,6,4.29,85,74,88,68,72,80,87,230,0.802083333,0.74,0.8,0.68,0.63,0.49,0.49,80,12
116,2,0.181818182,0.583333333,0.48,0.441860465,0.4375,0.428571429,1,6.9,1,abacus,4.67,5.17,80,74,78,78,80,88,78,237,0.520833333,0.81,0.44,0.6,0.37,0.42,0.49,80.33333333,13
117,2,0.363636364,0.666666667,0.56,0.372093023,0.375,0.335714286,1,6.4,0,abacus,3.62,4.21,64,69,70,70,70,81,84,222,0.791666667,0.83,0.42,0.58,0.86,0.65,0.49,73.16666667,12
119,2,0.545454545,0.666666667,0.44,0.372093023,0.1875,0.385714286,0,6.8,1,control,2.92,4,72,77,67,63,82,79,87,223,0.40625,0.75,1.28,0.89,0.438596491,0.27,0.2,75,10
122,2,0.181818182,0.125,0.36,0.348837209,0.041666667,0.378571429,0,6.7,0,control,3.5,3.42,51,56,66,78,79,79,89,233,0.354166667,0.8,0.84,0.93,0.458715596,0.24,0.14,73.66666667,14
123,2,0.363636364,0.791666667,0.44,0.279069767,0.25,0.335714286,0,6.6,0,control,2.96,3.5,61,65,58,76,68,80,89,223,0.541666667,0.76,0.77,0.74,0.55,0.24,0.27,72,14
124,2,0,0.541666667,0.6,0.441860465,0.291666667,0.442857143,0,6.9,0,control,2.54,1.62,75,73,65,69,73,77,88,230,0.625,0.82,0.78,0.74,0.980392157,0.2,0.2,74.5,11
125,2,0.363636364,0.708333333,0.48,0.418604651,0.25,0.4,0,6.5,0,control,3.25,1.29,73,76,83,59,73,75,85,229,0.854166667,0.84,0.74,1.36,0.793650794,0.15,0.15,74.66666667,12
127,2,0.909090909,0.625,0.36,0.348837209,0.104166667,0.185714286,0,6.7,0,control,4.17,3.79,48,57,61,63,74,74,87,240,0.53125,0.86,0.53,0.72,0.32,0.22,0.24,67.83333333,12
129,2,0.363636364,0.208333333,0.44,0.372093023,0.291666667,0.335714286,1,5.9,0,abacus,3.08,3.29,80,84,86,73,75,70,84,237,0.489583333,0.71,0.7,0.66,0.32,0.13,0.14,78,11
130,2,0.909090909,0.625,0.56,0.488372093,0.416666667,0.3,1,6.2,1,abacus,4.96,4.62,66,81,72,76,76,84,80,239,0.729166667,0.79,0.61,0.92,0.24,0.16,0.19,75.66666667,13
131,2,0.272727273,0.416666667,0.48,0.465116279,0.270833333,0.45,0,6.5,1,control,3.62,4.08,33,45,38,68,77,78,85,235,0.385416667,0.69,0.95,1.5,0.892857143,0.12,0.11,63.16666667,16
133,2,0.363636364,0.583333333,0.44,0.325581395,0.208333333,0.271428571,1,7.7,0,abacus,4,2.12,75,61,59,74,72,86,83,231,0.416666667,0.71,0.69,1.17,0.41,0.08,0.07,74.83333333,15
134,2,1,0.875,0.6,0.465116279,0.3125,0.342857143,1,7.1,0,abacus,3.67,3.5,88,81,86,79,80,83,84,235,0.364583333,0.86,0.59,0.47,0.6,0.47,0.56,83.33333333,16
136,2,0,0.333333333,0.24,0.348837209,0.145833333,0.214285714,1,6.7,0,abacus,3.38,1.79,75,61,84,57,76,84,78,243,0.21875,0.66,1.23,0.94,0.68,0.06,0.07,75.66666667,7
137,2,0,0.416666667,0.32,0.325581395,0.166666667,0.114285714,1,7,1,abacus,3.08,3.67,49,71,66,74,72,84,85,238,0.229166667,0.69,1.27,0.73,0.73,0.14,0.16,71.66666667,14
138,2,0.272727273,0.5,0.24,0.325581395,0.166666667,0.257142857,1,7.5,0,abacus,3.88,2.79,42,49,50,69,72,75,81,226,0.458333333,0.72,0.72,0.43,0.55,0.34,0.5,64.83333333,14
139,2,0,0.375,0.24,0.279069767,NA,0.078571429,0,6.2,1,control,3.58,3.42,46,33,52,73,79,65,68,213,0.104166667,0.67,1.12,1.12,0.564971751,0.24,0.18,63.83333333,10
141,2,0.818181818,0.5,0.56,0.441860465,0.395833333,0.5,1,7.1,1,abacus,3.67,4.25,72,82,80,80,82,80,71,237,0.46875,0.78,0.67,0.41,0.62,0.46,0.59,77.5,11
142,2,0,0.458333333,0.24,0.23255814,0.145833333,0.157142857,1,5.7,1,abacus,3.29,2.92,26,34,33,67,76,84,82,227,0.25,0.73,0.73,0.68,0.12,0.09,0.12,61.33333333,14
144,2,1,0.583333333,0.56,0.441860465,0.375,0.378571429,1,5.8,0,abacus,2.92,3.04,91,92,98,76,74,78,83,241,0.28125,0.81,0.55,0.47,0.25,0.51,0.52,83.33333333,13
145,2,0.272727273,0.75,0.4,0.372093023,0.3125,0.178571429,1,6.8,1,abacus,4.75,6.96,25,62,33,68,74,81,88,232,0.5,0.69,0.58,0.52,0.12,0.18,0.17,61.5,13
146,2,0.545454545,0.75,0.44,0.395348837,0.375,0.421428571,0,7.3,0,control,2.5,4.08,75,85,87,76,74,82,88,245,0.59375,0.85,0.38,0.57,0.4,0.59,0.61,80.33333333,13
148,2,0.363636364,0.416666667,0.44,0.418604651,0.333333333,0.292857143,1,6.2,0,abacus,4.42,3.75,63,78,63,67,74,83,80,224,0.5,0.85,0.49,0.35,0.34,0.44,0.56,71.66666667,11
149,2,1,0.666666667,0.44,0.372093023,0.25,0.407142857,0,6.6,1,control,4.79,3.62,55,71,69,78,79,76,82,230,0.5625,0.75,0.58,0.37,0.16,0.22,0.31,73.16666667,14
151,2,0.545454545,0.541666667,0.52,0.395348837,0.270833333,0.242857143,0,6.4,1,control,4.33,2.58,69,64,68,72,73,88,78,219,0.4375,0.71,0.66,0.79,0.57,0.34,0.36,74.66666667,13
152,2,0.363636364,0.708333333,0.52,0.418604651,0.208333333,0.342857143,0,6.7,0,control,3.88,1.83,86,96,95,79,74,80,75,225,0.65625,0.82,0.38,0.28,0.51,0.74,0.69,81.5,12
153,2,0,0.791666667,0.4,0.325581395,0.1875,0.357142857,0,6.1,1,control,6.75,4.21,33,49,33,64,71,83,82,232,0.53125,0.84,0.63,1.03,0.833333333,0.21,0.17,61,13
156,2,0.545454545,0.25,0.44,0.325581395,0.125,0.121428571,0,8.4,0,control,1.71,4.08,59,44,60,65,69,73,80,241,0.34375,0.64,3.07,0.5,0.233100233,0.6,0.58,67.66666667,NA
157,2,0.818181818,0.666666667,0.56,0.372093023,0.166666667,0.35,0,6.5,0,control,3.17,3.08,93,94,96,84,75,76,85,233,0.5625,0.81,0.47,0.69,0.74,0.45,0.49,84.83333333,15
158,2,0.181818182,0.5,0.4,0.372093023,0.229166667,0.271428571,0,6,0,control,3.38,3.79,54,73,64,74,78,78,80,239,0.520833333,0.72,1.12,0.64,0.47,0.22,0.36,71.33333333,13
159,2,0,0.416666667,0.32,0.418604651,0.270833333,0.364285714,0,6.4,1,control,3.88,3.33,80,89,88,78,78,77,83,236,0.34375,0.79,1.05,0.88,0.444444444,0.29,0.18,80.66666667,10
160,2,0.909090909,0.625,0.52,0.395348837,0.375,0.421428571,0,6.7,0,control,6.58,2.5,89,97,88,80,78,80,88,240,0.697916667,0.75,1.67,0.8,0.265251989,0.46,0.27,83.83333333,12
161,2,0.818181818,0.583333333,0.52,0.395348837,0.270833333,0.342857143,1,7.3,0,abacus,3.17,2.29,74,81,87,76,71,78,74,238,0.520833333,0.85,0.61,0.68,0.45,0.19,0.3,76.66666667,11
162,2,0,0.5,0.52,0.372093023,0.229166667,0.264285714,0,7.2,0,control,3.25,3.25,28,34,42,66,69,76,89,239,0.270833333,0.72,1.3,0.9,0.653594771,0.21,0.2,61.66666667,11
163,2,0.181818182,0.375,0.48,0.372093023,0.208333333,0.385714286,0,6.1,1,control,4.33,5.58,70,72,72,74,77,82,80,236,0.239583333,0.83,0.61,1.25,0.62,0.1,0.07,75.83333333,10
164,2,1,0.833333333,0.4,0.372093023,0.3125,0.435714286,0,7.1,1,control,4.29,4.54,70,83,75,81,89,88,89,230,0.645833333,0.84,0.32,0.46,0.77,0.66,0.65,82,16
165,2,0.909090909,0.916666667,0.64,0.441860465,0.354166667,0.392857143,0,6.2,0,control,4.12,4,85,85,86,87,86,87,82,231,0.885416667,0.81,0.9,0.52,0.4048583,0.37,0.21,85.5,13
167,2,0.727272727,0.666666667,0.28,0.348837209,0.291666667,0.471428571,1,6.4,0,abacus,3.62,3.21,61,66,61,66,75,79,86,240,0.572916667,0.86,0.28,0.22,0.31,0.63,0.76,71.33333333,11
169,2,0.636363636,0.333333333,0.56,0.372093023,0.25,0.435714286,0,8.5,1,control,4.25,1.92,75,70,68,70,74,76,69,203,0.458333333,0.76,0.4,0.43,0.4,0.28,0.38,72,12
170,2,0.181818182,0.666666667,0.6,0.441860465,0.3125,0.171428571,0,6.1,1,control,2.38,4,91,88,97,72,78,73,73,242,0.5625,0.86,0.69,0.62,0.3,0.26,0.31,80.66666667,8
171,2,0.090909091,0.416666667,0.4,0.372093023,0.166666667,0.128571429,1,6.8,0,abacus,3.79,3.38,39,51,43,71,81,80,88,236,0.333333333,0.78,0.54,0.76,0.18,0.07,0.1,67,12
172,2,0.454545455,0.375,0.44,0.395348837,0.270833333,0.328571429,1,6.5,0,abacus,4.54,5.83,61,54,66,71,73,78,87,217,0.572916667,0.84,0.73,0.91,0.94,0.15,0.12,72.66666667,14
173,2,0.181818182,0.833333333,0.64,0.395348837,0.395833333,0.335714286,1,6.5,0,abacus,4.12,3.75,89,85,92,66,77,78,82,228,0.8125,0.92,0.37,0.51,0.48,0.4,0.38,80.66666667,13
174,2,0.909090909,0.625,0.48,0.372093023,0.291666667,0.292857143,0,7.4,0,control,3.83,3.58,55,68,59,67,73,79,83,237,0.416666667,0.85,0.41,0.49,0.47,0.53,0.59,69.33333333,16
176,2,0.181818182,0.541666667,0.4,0.325581395,0.208333333,0.171428571,0,6.1,1,control,2.58,4.08,43,53,58,70,68,75,80,229,0.458333333,0.71,0.9,0.58,0.675675676,0.28,0.16,65.66666667,12
177,2,1,0.708333333,0.4,0.348837209,0.375,0.328571429,0,6.5,0,control,3.38,4.58,35,49,40,70,74,75,80,238,0.1875,0.79,0.52,0.6,0.37,0.2,0.16,62.33333333,13
178,2,1,0.541666667,0.56,0.465116279,0.479166667,0.442857143,1,7.5,1,abacus,3.71,3.46,68,67,56,71,76,84,84,241,0.3125,0.75,0.58,0.85,0.51,0.15,0.17,73.16666667,10
179,2,1,0.5,0.56,0.372093023,0.458333333,0.428571429,1,6.3,1,abacus,2.96,3.46,89,79,89,80,77,80,80,240,0.416666667,0.81,0.76,0.64,0.36,0.13,0.17,82.5,14
180,2,1,0.916666667,0.6,0.465116279,0.458333333,0.535714286,1,6.2,1,abacus,6.79,5.83,93,94,93,82,82,89,85,227,0.666666667,0.86,0.28,0.24,0.32,0.64,0.75,87.33333333,16
181,2,1,0.958333333,0.56,0.325581395,0.354166667,0.407142857,1,6.9,0,abacus,3.08,2.83,76,84,71,79,73,78,88,239,0.760416667,0.82,0.61,0.94,0.74,0.24,0.21,77.5,10
182,2,0.272727273,0.458333333,0.44,0.348837209,0.291666667,0.235714286,0,6.3,1,control,5.29,4.96,66,63,73,73,72,77,81,232,0.614583333,0.77,0.41,0.45,0.44,0.49,0.5,73.66666667,16
183,2,1,0.416666667,0.48,0.395348837,0.479166667,0.371428571,1,6.4,0,abacus,4.71,3.92,90,90,92,78,57,76,79,237,0.354166667,0.77,0.52,0.56,0.39,0.33,0.42,78.66666667,13
184,2,0.545454545,0.708333333,0.56,0.418604651,NA,0.328571429,1,7.5,0,abacus,3.58,4.42,91,91,93,77,69,77,82,241,0.46875,0.81,0.54,0.48,0.943396226,0.64,0.67,81.5,10
186,2,0.727272727,NA,0.36,0.325581395,0.166666667,0.057142857,1,6.2,0,abacus,4.58,3.29,39,45,36,66,75,83,82,235,0.427083333,0.84,0.43,0.7,0.39,0.44,0.45,63.5,15
187,2,0.363636364,0.75,0.44,0.348837209,0.354166667,0.285714286,1,6.1,1,abacus,3.29,3.33,63,52,74,75,74,82,73,225,0.208333333,0.79,0.42,0.48,0.18,0.28,0.32,73.5,14
189,2,1,0.666666667,0.36,0.488372093,0.3125,0.385714286,0,7,0,control,4.25,4.71,82,70,80,79,80,83,83,237,0.4375,0.7,0.72,0.98,0.83,0.16,0.16,81.16666667,13
190,2,0.636363636,1,0.64,0.465116279,0.354166667,0.25,1,7,1,abacus,4.38,2.54,80,75,82,76,68,80,84,236,0.458333333,0.8,0.5,0.7,0.66,0.16,0.08,78.33333333,14
192,2,0.545454545,0.666666667,0.48,0.465116279,0.104166667,0.378571429,0,7,0,control,3.42,3.21,84,73,77,76,76,79,94,234,0.604166667,0.86,0.56,0.55,0.51,0.47,0.5,81,15
194,2,0.181818182,0.208333333,0.4,0.418604651,0.333333333,0.357142857,1,6,0,abacus,4.33,4.08,85,72,81,71,80,82,80,237,0.28125,0.87,0.47,0.93,0.51,0.14,0.13,79.83333333,13
195,2,1,0.583333333,0.72,0.488372093,0.520833333,0.557142857,1,6.7,1,abacus,4.88,3.33,92,90,90,70,74,82,78,233,0.114583333,0.8,0.66,0.77,0.57,0.16,0.16,81,14
196,2,0.909090909,0.666666667,0.56,0.418604651,0.375,0.3,0,6,0,control,4.92,3.12,93,93,97,82,73,79,82,240,0.3125,0.85,0.37,0.4,0.53,0.62,0.66,84.33333333,12
198,2,0.545454545,0.541666667,0.56,0.348837209,0.25,0.364285714,0,5.8,0,control,3.33,3.42,41,56,37,63,68,78,82,236,0.416666667,0.83,0.57,0.79,0.33,0.32,0.39,61.5,10
199,2,0.636363636,0.375,NA,NA,NA,0.257142857,0,7.5,0,control,5.25,5.42,34,63,25,72,73,81,87,219,NA,0.92,0.29,0.3,0.43,0.8,0.75,62,15
200,2,0.545454545,0.416666667,0.44,0.372093023,0.229166667,0.192857143,1,7.1,0,abacus,2.08,5.67,36,54,46,71,84,79,84,241,0.583333333,0.65,0.46,0.75,0.38,0.23,0.26,66.66666667,12
201,2,0.727272727,0.708333333,0.36,0.418604651,0.375,0.407142857,0,7,0,control,4.38,3.29,63,69,86,70,72,82,89,239,0.270833333,0.77,0.38,0.35,0.43,0.54,0.68,77,10
202,2,0.363636364,0.75,0.48,0.418604651,0.270833333,0.278571429,1,6.6,1,abacus,4.75,2.67,74,69,81,78,81,83,85,241,0.4375,0.83,0.41,0.47,0.39,0.54,0.54,80.33333333,13
203,2,0.545454545,0.458333333,0.6,0.488372093,0.375,0.442857143,1,7,0,abacus,4.88,4.04,79,87,92,77,75,77,86,241,0.46875,0.87,0.55,0.58,0.46,0.36,0.4,81,13
204,2,1,0.666666667,0.56,0.325581395,0.3125,0.378571429,1,6.5,0,abacus,3.62,3.08,80,85,74,66,77,80,86,238,0.552083333,0.86,0.45,0.51,0.41,0.47,0.47,77.16666667,15
205,2,0.181818182,0.458333333,0.44,0.325581395,0.3125,0.335714286,1,5.7,0,abacus,3.71,4.5,54,52,68,55,70,79,85,240,0.427083333,0.86,0.4,0.57,0.48,0.55,0.56,68.5,11
206,2,0.272727273,0.458333333,0.48,0.348837209,0.333333333,0.2,1,6.8,0,abacus,4.46,4.5,47,62,47,75,73,75,87,235,0.0625,0.77,1.22,0.64,0.37037037,0.39,0.27,67.33333333,14
207,2,0.909090909,0.666666667,0.64,0.465116279,0.583333333,0.6,1,6.8,0,abacus,4.5,5.12,93,88,91,74,78,78,87,235,0.416666667,0.87,0.31,0.65,0.72,0.63,0.58,83.5,16
208,2,0.909090909,0.708333333,0.48,0.372093023,0.229166667,0.385714286,0,6.8,1,control,2.17,4.71,41,51,33,74,87,75,86,221,0.5,0.83,0.47,0.84,0.24,0.18,0.21,66,16
209,2,0.909090909,0.958333333,0.6,0.465116279,0.375,0.314285714,1,6.8,0,abacus,4.96,4.75,63,85,60,72,65,80,84,236,0.645833333,0.78,0.48,0.53,0.48,0.3,0.32,70.66666667,12
210,2,0.909090909,0.791666667,0.48,0.395348837,0.375,0.3,0,5.7,0,control,7.17,3.08,34,67,43,64,72,77,79,237,0.552083333,0.88,0.35,0.6,0.69,0.49,0.47,61.5,11
211,2,0.363636364,0.375,0.48,0.418604651,0.354166667,0.385714286,0,NA,NA,control,4.83,3.33,84,83,82,74,75,77,82,242,0.322916667,0.65,1.51,1.43,0.925925926,0.11,0.1,79,8
212,2,0.545454545,0.5,0.56,0.395348837,0.270833333,0.507142857,0,NA,NA,control,4.67,3.54,70,74,69,73,72,80,88,244,0.145833333,0.79,1.08,0.68,0.73,0.18,0.21,75.33333333,13
